URl - https://en.wikipedia.org/wiki/Ohio,Numbers are ,Musk - 5 hits,Elon Mask - 0 hits,Total - 5 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#Admission,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#Jacaranda_city,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#Military_headquarters,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_note-subra-7,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#Pretoria_Creole,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-crickrsbm_10-0,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Glossary_of_electrical_and_electronics_engineering,Numbers are ,Musk - 0 hits,Elon Mask - 0 hits,Total - 3 hits,Tesla - 3 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_note-elections-1,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_note-frsanne-32,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Martin_Rees,_Baron_Rees_of_Ludlow,Numbers are ,Musk - 1 hits,Elon Mask - 0 hits,Total - 1 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/SS_Cotati,Numbers are ,Musk - 1 hits,Elon Mask - 0 hits,Total - 1 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#cite_note-boh-48,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#Honorary_Fellow,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-Obituary_11-0,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-frsanne_32-0,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-cam_22-0,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Greenland,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Alaska,Numbers are ,Musk - 3 hits,Elon Mask - 0 hits,Total - 3 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-urfs_49-0,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#Parks_and_gardens,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Costco_Wholesale,Numbers are ,Musk - 0 hits,Elon Mask - 0 hits,Total - 1 hits,Tesla - 1 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/International_Union_of_Soil_Sciences,Numbers are ,Musk - 1 hits,Elon Mask - 0 hits,Total - 1 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#Tshwane_University_of_Technology,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_note-hawkingfrs-24,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Korean_language,Numbers are ,Musk - 1 hits,Elon Mask - 0 hits,Total - 1 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Wikipedia:List_of_controversial_issues,Numbers are ,Musk - 0 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 2 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_note-GulyasSomogyi2012-26,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#CSIR,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Wikipedia:Wikipedia_Signpost,Numbers are ,Musk - 1 hits,Elon Mask - 0 hits,Total - 1 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Wikipedia:Village_pump_(proposals)/Archive_74#Link_to_Facebook,Numbers are ,Musk - 1 hits,Elon Mask - 0 hits,Total - 1 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#References,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/User:Altaileopard,Numbers are ,Musk - 6 hits,Elon Mask - 0 hits,Total - 6 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Wikipedia:Dashboard,Numbers are ,Musk - 1 hits,Elon Mask - 0 hits,Total - 1 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-window_15-0,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-window_15-1,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Stephen_Hawking,Numbers are ,Musk - 1 hits,Elon Mask - 0 hits,Total - 1 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://royalsociety.org/people/elon-musk-13829/,Numbers are ,Musk - 3 hits,Elon Mask - 0 hits,Total - 8 hits,Tesla - 5 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-oscar_16-0,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Ford_Motor_Company,Numbers are ,Musk - 1 hits,Elon Mask - 0 hits,Total - 8 hits,Tesla - 7 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#cite_note-brookingsgdp-3,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_note-jardine-30,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#Union_of_South_Africa,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#Radio,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Wildebeest,Numbers are ,Musk - 8 hits,Elon Mask - 0 hits,Total - 8 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Combined_statistical_area,Numbers are ,Musk - 4 hits,Elon Mask - 0 hits,Total - 4 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#cite_note-9,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_note-crickinstitute-18,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#cite_note-8,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Wikipedia:Vital_articles,Numbers are ,Musk - 0 hits,Elon Mask - 0 hits,Total - 1 hits,Tesla - 1 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#cite_note-7,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#cite_note-6,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#cite_note-4,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-amazin_46-0,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Category:People_from_Pretoria,Numbers are ,Musk - 3 hits,Elon Mask - 0 hits,Total - 3 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Sir_Isaac_Newton,Numbers are ,Musk - 0 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 2 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/William_Thomson,_1st_Baron_Kelvin,Numbers are ,Musk - 0 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 2 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_note-window-15,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#Foreign_Member,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Queen%27s_University_at_Kingston,Numbers are ,Musk - 5 hits,Elon Mask - 0 hits,Total - 7 hits,Tesla - 2 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_note-urfs-49,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/w/index.php?title=Pretoria&action=edit,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-admissions_43-0,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Hamilton,_New_Zealand,Numbers are ,Musk - 3 hits,Elon Mask - 0 hits,Total - 3 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-Keeler2011_25-0,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#University_of_South_Africa,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#The_Dequar_Road_Complex,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#Architecture,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#Former_Statute_12_fellowships,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Wikipedia:List_of_hoaxes_on_Wikipedia,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#University_of_Pretoria,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/User:Qyd,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_note-cronysim-39,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#History,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/List_of_companies_named_after_people,Numbers are ,Musk - 0 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 2 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/John_Strutt,_3rd_Baron_Rayleigh,Numbers are ,Musk - 0 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 2 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-13,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-14,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Special:PermanentLink/884689437#Proposal:_Extended-confirmed_protection_for_India-Pakistan_conflict,Numbers are ,Musk - 0 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 2 hits,Gigafactory - 0 hits,
URl - https://cs.wikipedia.org/wiki/Kr%C3%A1lovsk%C3%A1_spole%C4%8Dnost,Numbers are ,Musk - 1 hits,Elon Mask - 0 hits,Total - 1 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#Nomination,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-12,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_note-frsandrew-35,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#Performing_arts_and_galleries,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Sentech,Numbers are ,Musk - 0 hits,Elon Mask - 0 hits,Total - 1 hits,Tesla - 1 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#International_relations,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/User:Skookum1,Numbers are ,Musk - 0 hits,Elon Mask - 0 hits,Total - 1 hits,Tesla - 1 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_note-frsphillip-36,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-cronysim_39-0,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-leverhulme_50-0,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Special:RecentChangesLinked/Fellow_of_the_Royal_Society,Numbers are ,Musk - 14 hits,Elon Mask - 0 hits,Total - 14 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#Air_force_bases,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-manchester_19-0,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/George_IV_of_the_United_Kingdom,Numbers are ,Musk - 1 hits,Elon Mask - 0 hits,Total - 1 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#Royal_Fellow,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#searchInput,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-27,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-subra_7-0,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/w/index.php?title=Fellow_of_the_Royal_Society&action=edit,Numbers are ,Musk - 3 hits,Elon Mask - 0 hits,Total - 3 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-23,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/User:Ghirlandajo,Numbers are ,Musk - 1 hits,Elon Mask - 0 hits,Total - 1 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_note-imperial-20,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Wikipedia:XfD_today,Numbers are ,Musk - 0 hits,Elon Mask - 0 hits,Total - 1 hits,Tesla - 1 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Kirk_Hammett,Numbers are ,Musk - 0 hits,Elon Mask - 0 hits,Total - 1 hits,Tesla - 1 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#Notable_people,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#Geography,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-crickinstitute_18-0,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-imperial_20-0,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/w/index.php?title=Fellow_of_the_Royal_Society&printable=yes,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://id.wikipedia.org/wiki/Fellow_of_the_Royal_Society,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-occamten_37-2,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-occamten_37-1,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/List_of_former_sovereign_states,Numbers are ,Musk - 1 hits,Elon Mask - 0 hits,Total - 1 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Ontario,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-occamten_37-0,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_note-maddox-28,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Lightning_conductor,Numbers are ,Musk - 0 hits,Elon Mask - 0 hits,Total - 3 hits,Tesla - 3 hits,Gigafactory - 0 hits,
URl - https://es.wikipedia.org/wiki/Bandera_de_Pretoria,Numbers are ,Musk - 1 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 1 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_note-allfrs-2,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Impala,Numbers are ,Musk - 8 hits,Elon Mask - 0 hits,Total - 8 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#Fellow,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_ref-GulyasSomogyi2012_26-0,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#cite_note-HDI-2,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society#cite_note-alive-3,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
URl - https://en.wikipedia.org/wiki/Pretoria#cite_note-census2011-1,Numbers are ,Musk - 2 hits,Elon Mask - 0 hits,Total - 2 hits,Tesla - 0 hits,Gigafactory - 0 hits,
